filename,server,serverIP,doclength,concurrency,time,compreq,failreq,tottran,htmltran,reqpersec,timeperreqall,timeperreq,transrate,type
cs736_micro_iperf.pem,cs736
getData.sh,getData.sh
small2_lighttpd_c_370,small2
small2_lighttpd_c_380,small2
small2_lighttpd_c_390,small2
small2_lighttpd_c_40,small2
small2_lighttpd_c_400,small2
small2_lighttpd_c_410,small2
small2_lighttpd_c_420,small2
small2_lighttpd_c_430,small2
small2_lighttpd_c_440,small2
small2_lighttpd_c_450,small2
small2_lighttpd_c_460,small2
small2_lighttpd_c_470,small2
small2_lighttpd_c_480,small2
small2_lighttpd_c_490,small2
small2_lighttpd_c_50,small2
small2_lighttpd_c_500,small2
small2_lighttpd_c_510,small2
small2_lighttpd_c_520,small2
small2_lighttpd_c_530,small2
small2_lighttpd_c_540,small2
small2_lighttpd_c_550,small2
small2_lighttpd_c_560,small2
small2_lighttpd_c_570,small2
small2_lighttpd_c_580,small2
small2_lighttpd_c_590,small2
small2_lighttpd_c_60,small2
small2_lighttpd_c_600,small2
small2_lighttpd_c_610,small2
small2_lighttpd_c_620,small2
small2_lighttpd_c_630,small2
small2_lighttpd_c_640,small2
small2_lighttpd_c_650,small2
small2_lighttpd_c_660,small2
small2_lighttpd_c_670,small2
small2_lighttpd_c_680,small2
small2_lighttpd_c_690,small2
small2_lighttpd_c_70,small2
small2_lighttpd_c_700,small2
small2_lighttpd_c_710,small2
small2_lighttpd_c_720,small2
small2_lighttpd_c_730,small2
small2_lighttpd_c_740,small2
small2_lighttpd_c_750,small2
small2_lighttpd_c_760,small2
small2_lighttpd_c_770,small2
small2_lighttpd_c_780,small2
small2_lighttpd_c_790,small2
small2_lighttpd_c_80,small2
small2_lighttpd_c_800,small2
small2_lighttpd_c_810,small2
small2_lighttpd_c_820,small2
small2_lighttpd_c_830,small2
small2_lighttpd_c_840,small2
small2_lighttpd_c_850,small2
small2_lighttpd_c_860,small2
small2_lighttpd_c_870,small2
small2_lighttpd_c_880,small2
small2_lighttpd_c_890,small2
small2_lighttpd_c_90,small2
small2_lighttpd_c_900,small2
small2_lighttpd_c_910,small2
small2_lighttpd_c_920,small2
small2_lighttpd_c_930,small2
small2_lighttpd_c_940,small2
small2_lighttpd_c_950,small2
small2_lighttpd_c_960,small2
small2_lighttpd_c_970,small2
small2_lighttpd_c_980,small2
small2_lighttpd_c_990,small2
small2_nginx_c_10,nginx/1.4.6,52.38.107.208,612,1,2.946,1000,0,853000,612000,339.44,2.946,2.946,282.75,small2
small2_nginx_c_100,nginx/1.4.6,52.38.107.208,612,10,2.356,1000,0,853000,612000,424.49,23.557,2.356,353.61,small2
small2_nginx_c_1000,nginx/1.4.6,52.38.107.208,612,100,5.660,1000,0,853000,612000,176.66,566.048,5.660,147.16,small2
small2_nginx_c_110,nginx/1.4.6,52.38.107.208,612,11,1.247,1000,0,853000,612000,801.81,13.719,1.247,667.91,small2
small2_nginx_c_120,nginx/1.4.6,52.38.107.208,612,12,1.401,1000,0,853000,612000,713.73,16.813,1.401,594.54,small2
small2_nginx_c_130,nginx/1.4.6,52.38.107.208,612,13,2.565,1000,0,853000,612000,389.91,33.341,2.565,324.79,small2
small2_nginx_c_140,nginx/1.4.6,52.38.107.208,612,14,1.603,1000,0,853000,612000,623.73,22.446,1.603,519.57,small2
small2_nginx_c_150,nginx/1.4.6,52.38.107.208,612,15,2.004,1000,0,853000,612000,499.01,30.059,2.004,415.68,small2
small2_nginx_c_160,nginx/1.4.6,52.38.107.208,612,16,1.943,1000,0,853000,612000,514.60,31.092,1.943,428.67,small2
small2_nginx_c_170,nginx/1.4.6,52.38.107.208,612,17,1.212,1000,0,853000,612000,825.22,20.601,1.212,687.41,small2
small2_nginx_c_180,nginx/1.4.6,52.38.107.208,612,18,1.084,1000,0,853000,612000,922.72,19.508,1.084,768.63,small2
small2_nginx_c_190,nginx/1.4.6,52.38.107.208,612,19,1.524,1000,0,853000,612000,656.22,28.954,1.524,546.64,small2
small2_nginx_c_20,nginx/1.4.6,52.38.107.208,612,2,1.469,1000,0,853000,612000,680.89,2.937,1.469,567.19,small2
small2_nginx_c_200,nginx/1.4.6,52.38.107.208,612,20,2.634,1000,0,853000,612000,379.65,52.680,2.634,316.25,small2
small2_nginx_c_210,nginx/1.4.6,52.38.107.208,612,21,2.404,1000,0,853000,612000,416.00,50.481,2.404,346.53,small2
small2_nginx_c_220,nginx/1.4.6,52.38.107.208,612,22,1.936,1000,0,853000,612000,516.45,42.598,1.936,430.21,small2
small2_nginx_c_230,nginx/1.4.6,52.38.107.208,612,23,2.288,1000,0,853000,612000,437.13,52.616,2.288,364.13,small2
small2_nginx_c_240,nginx/1.4.6,52.38.107.208,612,24,2.750,1000,0,853000,612000,363.60,66.007,2.750,302.88,small2
small2_nginx_c_250,nginx/1.4.6,52.38.107.208,612,25,3.325,1000,0,853000,612000,300.79,83.116,3.325,250.56,small2
small2_nginx_c_260,nginx/1.4.6,52.38.107.208,612,26,4.295,1000,0,853000,612000,232.81,111.681,4.295,193.93,small2
small2_nginx_c_270,nginx/1.4.6,52.38.107.208,612,27,1.683,1000,0,853000,612000,594.33,45.429,1.683,495.08,small2
small2_nginx_c_280,nginx/1.4.6,52.38.107.208,612,28,1.171,1000,0,853000,612000,854.11,32.783,1.171,711.48,small2
